Dataset,Feature,Extreme_Type,Values,SubjectIDs
MIMIC-IV,Q_Amp_aVF_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,Q_Amp_aVF_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,Q_Amp_aVF_iqr,Top 20,"101.635, 94.8406, 70.1722, 44.6783, 43.3029, 26.3292, 25.4643, 16.8012, 9.543, 8.8289, 5.7845, 3.8109, 3.7125, 3.6821, 3.677, 3.6563, 3.6089, 3.6065, 3.5105, 3.2725","10639500, 14691000, 12517010, 17132849, 11960875, 19482678, 14874072, 11279168, 15689762, 13733457, 12597933, 14921126, 11386787, 11968004, 15161279, 14822638, 18153954, 13943729, 12617635, 17399317"
MIMIC-IV,Q_Amp_aVF_iqr,Bottom 20,"0.0005, 0.0007, 0.0008, 0.001, 0.0011, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.0014, 0.0014, 0.0014, 0.0015, 0.0015, 0.0015, 0.0016, 0.0016, 0.0016, 0.0016","14369822, 16171897, 17356651, 13304234, 15241494, 11608370, 17652927, 11942046, 19096838, 18952379, 16192828, 13738282, 19906916, 13201136, 12556413, 12709350, 10866787, 15691506, 18223958, 13738898"
MIMIC-IV,Q_Amp_aVL,Top 20,"30.5266, 30.2155, 16.5282, 15.1371, 10.8684, 8.9466, 8.0306, 7.2942, 5.8023, 5.6669, 5.6199, 5.5377, 5.529, 5.3454, 5.1824, 4.6949, 4.6524, 4.3518, 4.2519, 3.8106","17132849, 14691000, 10250736, 12517010, 11960875, 15605951, 14874072, 11279168, 10139387, 17730015, 16098597, 17823467, 16766908, 19951395, 19355882, 16098597, 15403852, 17399317, 18586624, 11886174"
MIMIC-IV,Q_Amp_aVL,Bottom 20,"-11.0906, -8.133, -4.8692, -3.489, -3.2178, -3.1331, -3.0097, -2.7217, -2.3607, -2.2203, -2.197, -2.1749, -2.1359, -2.1174, -2.1162, -2.1152, -2.0694, -1.9164, -1.8206, -1.8194","15689762, 10639500, 10725079, 11663663, 15065955, 11685620, 12597933, 10908909, 11339006, 13973494, 16196998, 18139875, 13542989, 15837552, 10342123, 10908909, 13542989, 10908909, 11968004, 10286998"
MIMIC-IV,Q_Amp_aVL_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,Q_Amp_aVL_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,Q_Amp_aVL_iqr,Top 20,"102.5209, 97.4851, 54.02, 43.2468, 28.2115, 18.8577, 12.6735, 12.266, 4.471, 4.1963, 3.0151, 2.9507, 2.8644, 2.8517, 2.4595, 2.3838, 2.3509, 2.3228, 2.3091, 2.2914","10639500, 14691000, 17132849, 11960875, 12597933, 12517010, 14874072, 11279168, 14822638, 10757032, 17297649, 12738850, 15161279, 19390611, 16540899, 12617635, 13296168, 10635271, 15837552, 18467232"
MIMIC-IV,Q_Amp_aVL_iqr,Bottom 20,"0.0009, 0.0009, 0.0011, 0.0011, 0.0012, 0.0012, 0.0013, 0.0013, 0.0014, 0.0014, 0.0014, 0.0015, 0.0015, 0.0015, 0.0016, 0.0016, 0.0016, 0.0017, 0.0017, 0.0017","18618203, 10935252, 16314315, 19156652, 14740077, 11544594, 19120111, 19616308, 16529830, 17088322, 16637805, 10569306, 11786902, 14257495, 17860271, 12230757, 11372027, 14379176, 14174629, 18719577"
MIMIC-IV,Q_Amp_aVR,Top 20,"30.3193, 29.0971, 21.9986, 16.2802, 11.4055, 9.2971, 8.6814, 7.0127, 6.8226, 6.1989, 6.1299, 6.0635, 5.5652, 5.5452, 5.3341, 4.3805, 4.3152, 4.2225, 4.112, 4.0981","12517010, 14691000, 17132849, 14874072, 11960875, 15605951, 13762217, 18153954, 18676370, 14267880, 11886174, 15946581, 16098597, 16766908, 17730015, 10139387, 13434840, 12224027, 15109122, 12952202"
MIMIC-IV,Q_Amp_aVR,Bottom 20,"-8.1323, -6.4159, -5.4907, -4.2855, -3.3886, -3.1556, -3.1397, -3.0063, -2.0378, -1.7467, -1.746, -1.693, -1.6612, -1.4945, -1.4696, -1.4082, -1.3974, -1.2645, -1.0809, -1.0229","10639500, 10250736, 10725079, 11339006, 11663663, 16702712, 15065955, 11685620, 16540899, 11845306, 14822638, 16776139, 19504755, 11968004, 10635271, 14822638, 10757032, 12228452, 18417736, 16205152"
MIMIC-IV,Q_Amp_aVR_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,Q_Amp_aVR_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,Q_Amp_aVR_iqr,Top 20,"102.5405, 96.8187, 70.308, 42.6994, 36.9792, 29.6644, 16.1456, 5.0531, 4.7102, 4.6471, 4.0183, 3.5149, 3.4735, 3.4673, 2.8234, 2.817, 2.4173, 1.8082, 1.7602, 1.6634","10639500, 14691000, 12517010, 11960875, 14874072, 17132849, 11279168, 12597933, 15689762, 18153954, 12224027, 10286998, 13434840, 13434840, 13434840, 19909522, 10908909, 11372911, 12952202, 12115766"
MIMIC-IV,Q_Amp_aVR_iqr,Bottom 20,"0.0008, 0.0009, 0.0009, 0.0009, 0.0009, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.0011, 0.0011, 0.0011, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012, 0.0012","14022472, 10961687, 12398526, 17995929, 15073722, 16409744, 10785344, 17416033, 17479818, 15669551, 16921998, 19575335, 13907337, 10397689, 15729835, 10736128, 18847956, 10971699, 18935074, 12206478"
MIMIC-IV,RR_Mean_Global,Top 20,"5968.0, 5282.0, 4385.3333, 4072.6667, 3959.5, 3541.3333, 3151.3333, 2874.5, 2790.5, 2634.0, 2609.0, 2413.3333, 2384.8, 2363.0, 2346.4, 2334.0, 2331.2, 2325.2, 2318.0, 2315.2","10639500, 12517010, 14415578, 17257484, 14085291, 11279168, 19601270, 16099802, 15709718, 17316016, 10480744, 10570126, 11172857, 19397112, 13053397, 13444220, 12096587, 15835048, 12096587, 19008119"
MIMIC-IV,RR_Mean_Global,Bottom 20,"262.3158, 263.2432, 268.3243, 271.0, 273.2432, 278.1111, 281.2778, 281.8857, 282.9143, 283.3714, 283.8857, 284.9714, 285.5429, 285.7143, 286.1714, 287.0286, 287.2353, 287.7059, 288.0, 288.8235","15650239, 18984357, 12138462, 18820664, 12138462, 15576075, 19880967, 15127848, 13535452, 12537800, 14993194, 16453118, 14993194, 18195430, 16970621, 17601166, 19985259, 18197523, 11633230, 16453118"
MIMIC-IV,RR_Mean_Global_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,RR_Mean_Global_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,RR_Mean_Global_iqr,Top 20,"5849.0, 5620.5, 4830.0, 4484.5, 4304.0, 3258.0, 3214.5, 3089.0, 2992.5, 2950.0, 2628.0, 2608.0, 2589.0, 2539.5, 2460.0, 2359.5, 2296.0, 2280.0, 2217.0, 2201.5","14085291, 10639500, 10570126, 17745354, 17316016, 10955958, 17257484, 16952444, 12517010, 11575157, 10555659, 12895214, 12535376, 11279168, 17954787, 13800827, 12896928, 10316089, 12163457, 15331667"
MIMIC-IV,RR_Mean_Global_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","10005817, 10005817, 10023117, 10023117, 10030753, 10030753, 10030753, 10032381, 10047682, 10047682, 10047682, 10057763, 10057763, 10062617, 10062617, 10067480, 10076263, 10076526, 10081525, 10098993"
MIMIC-IV,R_Amp_I,Top 20,"14.9802, 11.8633, 10.5215, 9.6213, 8.7973, 8.5791, 8.5141, 8.2482, 6.9134, 6.5201, 6.3112, 5.6785, 5.1696, 5.0875, 4.5547, 4.4235, 4.4024, 4.3534, 3.9182, 3.8223","10250736, 13762217, 13237537, 18676370, 17730015, 17641105, 14267880, 15109122, 11329832, 17562772, 18218981, 13126146, 10286998, 15946581, 10286998, 10286998, 19175070, 10286998, 11381511, 17331243"
MIMIC-IV,R_Amp_I,Bottom 20,"-180.3264, -149.3309, -116.4003, -108.1421, -105.2854, -102.3318, -101.9992, -99.9093, -98.697, -98.6752, -98.1699, -98.0182, -96.7863, -95.7225, -91.035, -90.865, -90.6283, -89.9341, -89.3525, -89.2692","15605951, 16098597, 17399317, 16098597, 16540899, 10635271, 11559611, 14822638, 18075452, 18075452, 11960875, 16270136, 14822638, 17519144, 17399317, 13434840, 11886174, 18075452, 17399317, 15715874"
MIMIC-IV,R_Amp_II,Top 20,"35.5052, 17.0025, 15.3804, 11.9444, 9.0004, 7.7704, 7.7672, 7.5016, 7.2397, 6.3633, 6.1235, 5.717, 5.6717, 5.4189, 5.3729, 5.3472, 5.2174, 5.1204, 5.0005, 4.7342","10139387, 16246903, 10250736, 13762217, 18676370, 17823467, 16766908, 15109122, 14267880, 18586624, 18218981, 11329832, 17562772, 13126146, 19951395, 10286998, 15946581, 17641105, 10286998, 10286998"
MIMIC-IV,R_Amp_II,Bottom 20,"-180.2652, -104.218, -103.7603, -100.4097, -98.5145, -96.8091, -94.8896, -94.6029, -89.7214, -79.8508, -78.0, -61.4916, -58.3805, -55.327, -50.3083, -50.1289, -48.5206, -47.2336, -43.9264, -42.978","15605951, 11279168, 11559611, 13434840, 11960875, 13434840, 13434840, 11886174, 12952202, 19230597, 10908909, 14812210, 10286998, 13296168, 15529640, 17583589, 10558918, 10908909, 13296168, 19014190"
MIMIC-IV,R_Amp_III,Top 20,"35.5817, 13.8381, 12.2086, 7.5281, 7.4096, 7.3473, 7.0023, 6.6897, 6.0364, 5.862, 5.7146, 4.2537, 4.1776, 4.0794, 3.8276, 3.7378, 3.6526, 3.4751, 3.4138, 3.1748","10139387, 14874072, 16246903, 17823467, 13237537, 17730015, 10635271, 16766908, 19951395, 18417736, 18586624, 14450867, 18075452, 18075452, 17399317, 19670031, 15837552, 19177604, 17399317, 19123301"
MIMIC-IV,R_Amp_III,Bottom 20,"-151.0344, -128.4664, -122.3173, -119.5118, -115.3978, -107.5382, -104.0092, -103.0702, -99.0654, -98.8192, -98.1305, -97.5457, -97.5387, -96.7285, -93.6731, -92.9889, -92.5618, -91.1337, -90.4889, -89.6854","16098597, 17399317, 16098597, 16540899, 17519144, 14822638, 11279168, 10635271, 17519144, 16270136, 17399317, 18075452, 18075452, 14822638, 17399317, 17399317, 18075452, 18075452, 18467232, 18075452"
MIMIC-IV,R_Amp_III_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_III_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_III_iqr,Top 20,"138.0579, 126.7598, 115.5797, 104.4697, 94.7539, 89.8921, 88.3288, 80.3294, 74.5904, 66.9743, 61.0507, 52.3819, 52.2734, 51.3689, 49.3798, 49.3205, 48.6921, 48.6884, 48.5641, 48.402","10639500, 11279168, 17132849, 19482678, 12738850, 15689762, 12517010, 14691000, 10139387, 15605951, 14822638, 11057357, 15161279, 11488234, 12455327, 14219343, 12581385, 18094058, 17211916, 19857858"
MIMIC-IV,R_Amp_III_iqr,Bottom 20,"0.0008, 0.0018, 0.002, 0.002, 0.0023, 0.0025, 0.0025, 0.0026, 0.0027, 0.0029, 0.003, 0.0032, 0.0032, 0.0032, 0.0032, 0.0033, 0.0033, 0.0033, 0.0034, 0.0035","14062229, 12397418, 10892549, 17867158, 17838140, 10688510, 11930286, 17491092, 12235296, 18443326, 14485109, 18107328, 16768535, 17484569, 11041878, 16773796, 14167047, 14270232, 13568627, 10783654"
MIMIC-IV,R_Amp_II_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_II_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_II_iqr,Top 20,"137.3725, 132.3698, 130.6087, 88.4742, 79.3381, 74.7536, 67.4894, 64.7781, 49.979, 49.5159, 48.4144, 42.5847, 32.8595, 32.5574, 31.2613, 31.2326, 26.7547, 25.5038, 25.4446, 25.0216","10639500, 11960875, 11279168, 12517010, 17132849, 10139387, 12738850, 13296168, 19390611, 10731211, 19909522, 15689762, 12597933, 11372911, 13434840, 19230597, 12952202, 13931777, 11559611, 10558918"
MIMIC-IV,R_Amp_II_iqr,Bottom 20,"0.0, 0.0011, 0.0011, 0.0015, 0.0018, 0.0019, 0.002, 0.002, 0.002, 0.0021, 0.0021, 0.0022, 0.0023, 0.0023, 0.0024, 0.0024, 0.0025, 0.0025, 0.0026, 0.0026","14167047, 10079431, 12165269, 16804623, 16888516, 16261811, 17347036, 10377960, 10462700, 15534291, 14473057, 19775943, 14148171, 17795174, 17980085, 13213458, 15842320, 13583952, 13475033, 19170379"
MIMIC-IV,R_Amp_I_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_I_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_I_iqr,Top 20,"138.5279, 132.0308, 105.5352, 78.9968, 51.7564, 50.7398, 50.6521, 50.5279, 50.2312, 49.8623, 49.2916, 47.3419, 47.3335, 46.6644, 46.1283, 45.3042, 44.5214, 44.4597, 35.5947, 35.1635","17132849, 11960875, 19482678, 14691000, 13943729, 14219343, 10757032, 14219343, 15689762, 12455327, 13296168, 18467232, 18467232, 15824435, 14822638, 18467232, 18075452, 11488234, 13943729, 11372911"
MIMIC-IV,R_Amp_I_iqr,Bottom 20,"0.0, 0.0004, 0.0005, 0.0005, 0.0013, 0.002, 0.002, 0.002, 0.0022, 0.0022, 0.0024, 0.0024, 0.0025, 0.0025, 0.0025, 0.0025, 0.0026, 0.0026, 0.0026, 0.0026","15998075, 11287998, 11164118, 11652327, 11652327, 13778766, 14584470, 15614063, 19709832, 10577566, 17196107, 18784787, 16508811, 12872850, 16942036, 11111901, 11277677, 12309728, 12622064, 17490629"
MIMIC-IV,R_Amp_V1,Top 20,"53.3334, 23.5582, 20.9934, 20.3623, 20.1926, 18.6748, 15.7963, 15.2635, 15.1818, 13.3842, 13.1274, 12.5823, 12.0797, 11.9138, 11.5932, 11.2348, 11.1284, 11.1111, 10.1294, 10.0912","11960875, 14449762, 13491843, 19937193, 13922987, 11747893, 16310578, 16435402, 11755366, 13073377, 19136566, 10302724, 12539957, 15142292, 13525805, 15367414, 19009034, 15379576, 12645334, 16701759"
MIMIC-IV,R_Amp_V1,Bottom 20,"-178.995, -89.7981, -72.7394, -69.4756, -64.8777, -63.6317, -63.4216, -61.6324, -61.4776, -60.9406, -55.6507, -51.1531, -49.351, -48.6278, -47.3484, -45.0242, -44.4278, -44.3347, -42.2109, -35.0459","15605951, 18075452, 14691000, 17132849, 15385925, 12517010, 11279168, 18075452, 16270136, 14874072, 13296168, 16098597, 18075452, 15385925, 19177655, 11307658, 16098597, 18075452, 15715874, 19014190"
MIMIC-IV,R_Amp_V1_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_V1_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_V1_iqr,Top 20,"156.278, 153.3567, 137.3725, 127.3523, 92.9943, 79.1045, 75.2583, 74.3086, 70.4678, 49.6035, 39.4493, 36.8697, 36.4662, 29.1164, 27.0715, 26.4828, 25.2977, 25.2821, 24.9369, 24.4239","14874072, 17132849, 10639500, 11279168, 18562317, 14691000, 15385925, 12517010, 14702995, 12738850, 17035128, 17436136, 12367803, 17472951, 11960875, 13296168, 16391669, 16784913, 18075452, 15385925"
MIMIC-IV,R_Amp_V1_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0001, 0.0004, 0.0007, 0.001, 0.001, 0.0015, 0.0016, 0.0017, 0.0017, 0.0017","18910703, 12082362, 16715071, 14010625, 10911270, 13039135, 11900070, 16237253, 11905585, 11174340, 18248533, 12241844, 15311382, 14204868, 18952379, 10506944, 14306557, 12826857, 14020103, 17419494"
MIMIC-IV,R_Amp_V2,Top 20,"28.4011, 19.658, 18.4039, 17.3901, 17.0174, 15.9649, 15.0713, 14.475, 13.3532, 13.1731, 13.0503, 12.8783, 12.7243, 12.4316, 11.8517, 11.3065, 11.1605, 10.0706, 9.9381, 9.6723","14082461, 16527660, 15835317, 11755366, 15439322, 11947526, 19410125, 12173360, 15874847, 13088713, 11734166, 11776988, 16211906, 11654285, 12544332, 14359524, 18129598, 11511899, 17636862, 10250736"
MIMIC-IV,R_Amp_V2,Bottom 20,"-162.4473, -118.3657, -117.8523, -110.6266, -97.5321, -94.9056, -93.3081, -92.5478, -86.0207, -81.7689, -78.9353, -72.6736, -71.7029, -67.8358, -67.411, -65.683, -63.2981, -63.2694, -62.5163, -61.6453","15605951, 16098597, 17132849, 11968004, 18075452, 11968004, 11960875, 17399317, 12738850, 14215132, 18075452, 14691000, 16098597, 13434840, 17583589, 13994398, 12517010, 16534814, 11279168, 14874072"
MIMIC-IV,R_Amp_V2_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_V2_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_V2_iqr,Top 20,"153.7176, 137.3725, 128.934, 122.9607, 98.1533, 83.764, 81.3659, 79.1, 75.1281, 73.9753, 71.3721, 57.5097, 55.1068, 51.99, 49.0076, 48.7252, 47.5819, 47.4757, 47.0046, 40.2941","14874072, 10639500, 11279168, 11960875, 14219343, 18917761, 14082461, 14691000, 18662708, 12517010, 19390611, 13894879, 18972736, 13434840, 10791581, 15246579, 13894879, 17583589, 16082391, 13994398"
MIMIC-IV,R_Amp_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0002, 0.0005, 0.0006, 0.0013, 0.0014, 0.002, 0.0021, 0.0023, 0.0023, 0.0024","19601270, 12929274, 14350978, 12733748, 19806212, 11275493, 14899292, 11844287, 13473495, 14105983, 19711386, 16700843, 19717191, 13866393, 11511899, 15285300, 19341743, 18855794, 17460274, 17528096"
MIMIC-IV,R_Amp_V3,Top 20,"27.5588, 22.8257, 12.961, 12.2391, 12.1112, 11.9108, 11.4922, 10.8282, 10.8015, 10.7714, 10.646, 10.4419, 10.2349, 9.9394, 9.9291, 9.8429, 9.4496, 9.1797, 9.1592, 8.9804","14019956, 13615928, 13206731, 12458842, 12027445, 19570648, 14271881, 18143542, 16777381, 16416806, 15691324, 10250736, 17455303, 17481139, 19822093, 19648488, 14394962, 15586187, 12104123, 17593955"
MIMIC-IV,R_Amp_V3,Bottom 20,"-162.4611, -132.6538, -125.4293, -124.6889, -113.8767, -94.8836, -93.3273, -88.012, -73.4181, -71.2468, -69.7965, -65.1374, -62.6523, -62.5328, -61.5943, -60.1228, -60.0142, -58.1762, -57.8092, -54.2228","15605951, 13434840, 13434840, 13434840, 17132849, 17237809, 11960875, 12738850, 14691000, 18075452, 18075452, 16540899, 12517010, 11279168, 14874072, 11886174, 18075452, 18075452, 16534814, 18589387"
MIMIC-IV,R_Amp_V3_count,Top 20,"38, 37, 37, 37, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 35, 35, 34, 34, 34, 34","15650239, 12138462, 12138462, 18984357, 15576075, 18820664, 19880967, 12537800, 13535452, 14993194, 14993194, 15127848, 16453118, 16970621, 17601166, 18195430, 10197095, 11633230, 14262715, 14917039"
MIMIC-IV,R_Amp_V3_count,Bottom 20,"3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5","10639500, 11279168, 12517010, 13752513, 14415578, 14691000, 17257484, 19601270, 10480744, 10948914, 11345525, 12448633, 12757547, 13444220, 13503188, 14085291, 15709718, 16099802, 19397112, 10662181"
MIMIC-IV,R_Amp_V3_iqr,Top 20,"174.5105, 154.5624, 137.3725, 125.9363, 123.1388, 79.1577, 74.2824, 72.7913, 65.8095, 65.1953, 58.1555, 47.8417, 47.6255, 47.0396, 45.9916, 39.4625, 39.2041, 38.9138, 35.7283, 28.2211","17237809, 14874072, 10639500, 11279168, 11960875, 14691000, 12517010, 14019956, 18611434, 11919347, 13637669, 13840723, 13943729, 19177655, 18075452, 11530308, 13434840, 11232657, 17132849, 11889804"
MIMIC-IV,R_Amp_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0002, 0.0002, 0.0002, 0.0002, 0.0004, 0.0004, 0.0004, 0.0005, 0.0013, 0.0019, 0.002, 0.002, 0.0021, 0.0024, 0.0024, 0.0025, 0.0026","13315366, 13713209, 18566607, 12067194, 17524861, 13993692, 18258770, 13025152, 15667551, 17735780, 12252736, 19834949, 15117636, 14174955, 15999575, 18569994, 13787426, 13545680, 15082258, 19311354"
MIMIC-IV,R_Amp_V4,Top 20,"28.7651, 23.0563, 21.0245, 20.8636, 20.0185, 18.759, 16.0667, 15.5046, 14.2507, 14.2276, 13.9223, 12.0399, 11.4446, 11.3607, 11.0068, 10.4647, 10.2493, 9.9818, 9.8301, 8.7742","12181540, 18977683, 17342098, 12327469, 14959313, 16988561, 17610997, 16151224, 19696769, 19663837, 18946621, 10250736, 13633058, 11144198, 17078350, 15606157, 13615928, 15963940, 19560143, 13489015"
MIMIC-IV,R_Amp_V4,Bottom 20,"-162.1396, -111.1357, -99.0919, -87.6015, -85.0124, -80.2181, -78.356, -72.873, -67.4358, -64.1279, -63.3504, -63.2975, -62.9182, -62.3357, -61.4378, -59.1636, -55.4208, -55.2595, -55.2363, -51.531","15605951, 17132849, 11960875, 17442462, 16098597, 13434840, 11886174, 14691000, 16540899, 13434840, 18075452, 12517010, 13434840, 11279168, 14874072, 17583589, 18558866, 11559611, 11889804, 18467232"
