Dataset,Method,Threshold,Feature_1,Feature_2,Correlation
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVF_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVL_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,R_Amp_aVR_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_iqr,Q_Amp_III_iqr,0.9331621162768499
MIMIC-IV,Pearson,> 0.9,ST_Elev_III_iqr,Q_Amp_aVL_iqr,0.9011496993480126
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_II_iqr,Q_Amp_II_iqr,0.9482454194877257
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_count,ST_Elev_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_I_iqr,Q_Amp_I_iqr,0.9211033105156847
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,ST_Elev_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V1_count,ST_Elev_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,ST_Elev_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,ST_Elev_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V2_count,ST_Elev_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,ST_Elev_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,ST_Elev_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,ST_Elev_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V3_count,ST_Elev_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,RR_Mean_Global_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,R_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V4_count,ST_Elev_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,QRS_Dur_Global_count,0.9995211221385587
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_III_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_II_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_I_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V1_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V2_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V3_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V4_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V5_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_V6_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_aVF_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_aVL_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,Q_Amp_aVR_count,1.0
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,RR_Mean_Global,-0.9294953629523878
MIMIC-IV,Pearson,> 0.9,ST_Elev_V5_count,RR_Mean_Global_count,1.0
